player_id,player_name,team,position,age,is_starter,matches_played,minutes_played,goals,assists,yellow_cards,red_cards,recent_form,injury_risk,days_since_match,estimated_energy,confidence,data_source
Hungary_8,Player_8,Hungary,AM,30,True,35,2938,0,0,1,0,-0.66,0.402,11,81.6,0.75,synthesized_from_distributions
Hungary_9,Player_9,Hungary,ST,22,True,32,2121,1,0,0,0,0.74,0.209,6,89.3,0.75,synthesized_from_distributions
Hungary_10,Player_10,Hungary,LW,26,True,36,3227,0,0,1,0,1.22,0.173,5,89.7,0.75,synthesized_from_distributions
Hungary_11,Player_11,Hungary,RW,19,False,12,908,0,0,1,0,-0.55,0.641,14,76.5,0.65,synthesized_from_distributions
Hungary_12,Player_12,Hungary,FW,27,False,10,864,1,0,2,0,0.77,0.08,8,83.8,0.65,synthesized_from_distributions
Hungary_13,Player_13,Hungary,ST,32,False,9,807,3,0,1,0,0.78,0.45,10,82.0,0.65,synthesized_from_distributions
Hungary_14,Player_14,Hungary,LW,24,False,9,598,1,0,3,0,-0.16,0.3,10,76.7,0.65,synthesized_from_distributions
Hungary_15,Player_15,Hungary,RW,22,False,14,1028,0,0,0,0,-1.38,0.517,0,77.5,0.65,synthesized_from_distributions
Hungary_16,Player_16,Hungary,FW,36,False,18,1380,0,0,1,0,-2.06,0.387,4,75.3,0.65,synthesized_from_distributions
Hungary_17,Player_17,Hungary,ST,27,False,7,434,2,0,0,0,1.53,0.571,11,84.8,0.65,synthesized_from_distributions
Hungary_18,Player_18,Hungary,LW,31,False,9,637,0,0,1,0,-0.78,0.428,11,77.6,0.65,synthesized_from_distributions
Hungary_19,Player_19,Hungary,RW,21,False,10,709,2,1,1,0,1.07,0.095,12,86.6,0.65,synthesized_from_distributions
Hungary_20,Player_20,Hungary,FW,26,False,11,989,1,1,0,0,0.58,0.208,10,86.1,0.65,synthesized_from_distributions
Hungary_21,Player_21,Hungary,ST,20,False,12,755,0,0,3,0,1.17,0.249,11,81.6,0.65,synthesized_from_distributions
Hungary_22,Player_22,Hungary,LW,28,False,7,496,1,0,1,0,0.64,0.435,3,81.5,0.65,synthesized_from_distributions
Romania_0,Player_0,Romania,GK,30,True,27,1817,0,0,1,0,-0.08,0.585,9,80.5,0.75,synthesized_from_distributions
Romania_1,Player_1,Romania,CB,26,True,34,2869,0,0,1,0,-2.0,0.262,8,78.8,0.75,synthesized_from_distributions
Romania_2,Player_2,Romania,LB,34,True,28,2153,0,0,1,0,0.34,0.236,1,85.3,0.75,synthesized_from_distributions
Romania_3,Player_3,Romania,RB,28,True,16,1188,1,0,1,1,-0.25,0.258,12,77.8,0.75,synthesized_from_distributions
Romania_4,Player_4,Romania,CB,28,True,15,957,0,1,0,0,-0.93,0.555,8,78.6,0.75,synthesized_from_distributions
Romania_5,Player_5,Romania,CM,24,True,34,2720,0,0,1,0,-0.02,0.369,14,83.7,0.75,synthesized_from_distributions
Romania_6,Player_6,Romania,LM,31,True,36,2362,0,0,1,1,0.21,0.152,14,82.8,0.75,synthesized_from_distributions
Romania_7,Player_7,Romania,RM,32,True,30,2176,0,0,2,0,-1.59,0.255,3,77.6,0.75,synthesized_from_distributions
Romania_8,Player_8,Romania,AM,20,True,32,2821,1,0,0,0,0.34,0.728,11,83.0,0.75,synthesized_from_distributions
Romania_9,Player_9,Romania,ST,24,True,21,1311,2,1,2,0,-3.0,0.172,8,73.0,0.75,synthesized_from_distributions
Romania_10,Player_10,Romania,LW,33,True,36,2861,2,0,4,0,-1.46,0.518,11,72.2,0.75,synthesized_from_distributions
Romania_11,Player_11,Romania,RW,26,False,19,1294,0,0,2,0,1.04,0.464,10,82.0,0.65,synthesized_from_distributions
Romania_12,Player_12,Romania,FW,33,False,17,1460,4,0,2,0,1.69,0.111,5,87.2,0.65,synthesized_from_distributions
Romania_13,Player_13,Romania,ST,31,False,15,1165,0,0,1,0,0.08,0.399,4,81.2,0.65,synthesized_from_distributions
Romania_14,Player_14,Romania,LW,30,False,11,953,2,0,1,0,1.09,0.472,10,83.0,0.65,synthesized_from_distributions
Romania_15,Player_15,Romania,RW,21,False,5,391,2,1,3,0,0.18,0.378,7,76.4,0.65,synthesized_from_distributions
Romania_16,Player_16,Romania,FW,29,False,12,1024,1,0,1,0,0.75,0.387,12,83.0,0.65,synthesized_from_distributions
Romania_17,Player_17,Romania,ST,29,False,10,663,1,0,2,0,-0.17,0.327,12,78.5,0.65,synthesized_from_distributions
Romania_18,Player_18,Romania,LW,28,False,9,739,0,0,2,0,0.18,0.044,0,82.3,0.65,synthesized_from_distributions
Romania_19,Player_19,Romania,RW,29,False,8,677,2,0,0,0,-1.52,0.151,11,80.0,0.65,synthesized_from_distributions
Romania_20,Player_20,Romania,FW,35,False,17,1420,0,0,1,0,0.24,0.309,1,82.9,0.65,synthesized_from_distributions
Romania_21,Player_21,Romania,ST,22,False,15,904,0,0,2,0,-1.33,0.29,9,76.1,0.65,synthesized_from_distributions
Romania_22,Player_22,Romania,LW,20,False,7,446,0,0,2,0,-0.32,0.384,6,77.1,0.65,synthesized_from_distributions
Egypt_0,Player_0,Egypt,GK,22,True,29,2194,0,0,2,0,0.07,0.43,4,80.7,0.75,synthesized_from_distributions
Egypt_1,Player_1,Egypt,CB,28,True,19,1249,1,0,3,0,0.27,0.531,3,77.0,0.75,synthesized_from_distributions
Egypt_2,Player_2,Egypt,LB,32,True,26,1885,0,0,1,0,1.18,0.18,7,88.2,0.75,synthesized_from_distributions
Egypt_3,Player_3,Egypt,RB,26,True,22,1883,0,0,4,0,-0.84,0.233,1,75.1,0.75,synthesized_from_distributions
Egypt_4,Player_4,Egypt,CB,30,True,30,2574,0,0,2,0,-0.91,0.049,6,81.7,0.75,synthesized_from_distributions
Egypt_5,Player_5,Egypt,CM,31,True,21,1306,1,1,3,0,0.39,0.42,12,78.7,0.75,synthesized_from_distributions
Egypt_6,Player_6,Egypt,LM,29,True,23,1663,1,0,0,0,-0.18,0.322,8,84.3,0.75,synthesized_from_distributions
Egypt_7,Player_7,Egypt,RM,26,True,26,2022,0,0,1,0,0.52,0.473,8,83.2,0.75,synthesized_from_distributions
Egypt_8,Player_8,Egypt,AM,29,True,32,1955,0,0,1,0,-2.4,0.244,13,77.6,0.75,synthesized_from_distributions
Egypt_9,Player_9,Egypt,ST,26,True,19,1373,0,0,0,0,-1.05,0.629,10,78.1,0.75,synthesized_from_distributions
Egypt_10,Player_10,Egypt,LW,24,True,31,2225,0,0,3,0,1.95,0.33,10,85.6,0.75,synthesized_from_distributions
Egypt_11,Player_11,Egypt,RW,32,False,16,1129,1,0,1,0,0.61,0.121,11,85.7,0.65,synthesized_from_distributions
Egypt_12,Player_12,Egypt,FW,26,False,15,1195,1,0,2,0,-0.19,0.174,11,80.7,0.65,synthesized_from_distributions
Egypt_13,Player_13,Egypt,ST,30,False,18,1446,1,0,0,1,-0.95,0.236,14,78.2,0.65,synthesized_from_distributions
Egypt_14,Player_14,Egypt,LW,21,False,7,464,0,0,0,1,0.25,0.106,11,81.6,0.65,synthesized_from_distributions
Egypt_15,Player_15,Egypt,RW,36,False,11,925,1,1,0,0,-0.08,0.096,14,85.3,0.65,synthesized_from_distributions
Egypt_16,Player_16,Egypt,FW,32,False,17,1382,0,1,5,0,1.15,0.121,8,79.5,0.65,synthesized_from_distributions
Egypt_17,Player_17,Egypt,ST,25,False,16,1377,0,0,4,0,-0.85,0.27,9,73.8,0.65,synthesized_from_distributions
Egypt_18,Player_18,Egypt,LW,29,False,14,973,0,0,0,0,-1.06,0.493,2,78.7,0.65,synthesized_from_distributions
Egypt_19,Player_19,Egypt,RW,27,False,9,645,1,0,1,0,0.09,0.374,4,80.7,0.65,synthesized_from_distributions
Egypt_20,Player_20,Egypt,FW,19,False,9,788,0,0,3,0,1.24,0.535,7,78.5,0.65,synthesized_from_distributions
Egypt_21,Player_21,Egypt,ST,22,False,7,626,0,0,1,0,0.2,0.258,7,81.9,0.65,synthesized_from_distributions
Egypt_22,Player_22,Egypt,LW,32,False,16,1224,2,1,1,0,0.97,0.438,13,83.6,0.65,synthesized_from_distributions
Nigeria_0,Player_0,Nigeria,GK,20,True,31,2257,0,0,1,0,-0.93,0.343,9,80.9,0.75,synthesized_from_distributions
Nigeria_1,Player_1,Nigeria,CB,28,True,22,1758,0,0,2,0,-1.54,0.518,11,74.1,0.75,synthesized_from_distributions
Nigeria_2,Player_2,Nigeria,LB,35,True,16,1428,1,0,2,0,-0.09,0.054,9,82.3,0.75,synthesized_from_distributions
Nigeria_3,Player_3,Nigeria,RB,34,True,27,2317,0,0,2,1,-0.01,0.149,7,79.0,0.75,synthesized_from_distributions
Nigeria_4,Player_4,Nigeria,CB,22,True,35,2920,0,2,3,1,-1.24,0.107,9,74.8,0.75,synthesized_from_distributions
Nigeria_5,Player_5,Nigeria,CM,31,True,31,2075,1,0,1,0,-0.89,0.28,12,81.6,0.75,synthesized_from_distributions
Nigeria_6,Player_6,Nigeria,LM,25,True,35,2863,0,0,0,0,1.37,0.367,9,90.0,0.75,synthesized_from_distributions
Nigeria_7,Player_7,Nigeria,RM,25,True,29,1783,2,0,2,0,2.0,0.629,3,84.5,0.75,synthesized_from_distributions
Nigeria_8,Player_8,Nigeria,AM,29,True,30,2679,0,0,0,0,-0.61,0.125,2,85.9,0.75,synthesized_from_distributions
Nigeria_9,Player_9,Nigeria,ST,32,True,35,2313,2,0,1,0,-0.84,0.309,9,82.0,0.75,synthesized_from_distributions
Nigeria_10,Player_10,Nigeria,LW,21,True,17,1088,1,0,0,0,0.78,0.356,1,86.0,0.75,synthesized_from_distributions
Nigeria_11,Player_11,Nigeria,RW,22,False,18,1275,1,0,1,0,-1.43,0.135,6,79.7,0.65,synthesized_from_distributions
Nigeria_12,Player_12,Nigeria,FW,25,False,10,740,0,0,0,0,-0.24,0.318,6,82.4,0.65,synthesized_from_distributions
Nigeria_13,Player_13,Nigeria,ST,36,False,18,1448,0,0,1,0,1.03,0.284,0,85.6,0.65,synthesized_from_distributions
Nigeria_14,Player_14,Nigeria,LW,19,False,11,765,0,0,2,0,-0.43,0.384,13,77.3,0.65,synthesized_from_distributions
Nigeria_15,Player_15,Nigeria,RW,34,False,15,1036,0,0,0,0,-0.27,0.152,13,84.6,0.65,synthesized_from_distributions
Nigeria_16,Player_16,Nigeria,FW,26,False,9,717,0,1,1,0,1.3,0.245,14,85.6,0.65,synthesized_from_distributions
Nigeria_17,Player_17,Nigeria,ST,25,False,14,975,1,0,2,0,2.29,0.317,9,86.6,0.65,synthesized_from_distributions
Nigeria_18,Player_18,Nigeria,LW,21,False,11,916,1,0,1,1,-0.89,0.265,6,75.1,0.65,synthesized_from_distributions
Nigeria_19,Player_19,Nigeria,RW,28,False,8,577,1,0,1,0,-0.01,0.144,6,82.6,0.65,synthesized_from_distributions
Nigeria_20,Player_20,Nigeria,FW,20,False,6,531,2,0,3,0,-1.42,0.637,6,69.2,0.65,synthesized_from_distributions
Nigeria_21,Player_21,Nigeria,ST,31,False,18,1105,0,0,1,0,-0.87,0.159,2,81.2,0.65,synthesized_from_distributions
Nigeria_22,Player_22,Nigeria,LW,33,False,11,907,1,0,0,0,0.4,0.179,0,85.9,0.65,synthesized_from_distributions
Senegal_0,Player_0,Senegal,GK,25,True,16,1030,0,0,2,0,1.41,0.484,12,82.5,0.75,synthesized_from_distributions
Senegal_1,Player_1,Senegal,CB,30,True,15,1100,1,1,2,0,-0.71,0.321,9,77.6,0.75,synthesized_from_distributions
Senegal_2,Player_2,Senegal,LB,22,True,16,996,0,1,2,0,1.57,0.129,10,86.5,0.75,synthesized_from_distributions
Senegal_3,Player_3,Senegal,RB,29,True,20,1410,0,0,2,0,0.48,0.22,13,82.9,0.75,synthesized_from_distributions
Senegal_4,Player_4,Senegal,CB,33,True,23,1906,2,0,1,0,0.09,0.242,9,83.9,0.75,synthesized_from_distributions
Senegal_5,Player_5,Senegal,CM,20,True,31,2699,0,0,0,0,1.06,0.248,9,89.8,0.75,synthesized_from_distributions
Senegal_6,Player_6,Senegal,LM,28,True,23,1452,0,2,0,0,0.51,0.23,12,87.2,0.75,synthesized_from_distributions
Senegal_7,Player_7,Senegal,RM,19,True,36,3224,0,2,1,0,0.02,0.44,11,83.4,0.75,synthesized_from_distributions
Senegal_8,Player_8,Senegal,AM,30,True,32,1956,0,0,2,0,-0.77,0.182,6,81.1,0.75,synthesized_from_distributions
Senegal_9,Player_9,Senegal,ST,25,True,35,2819,0,1,4,0,0.15,0.164,7,80.4,0.75,synthesized_from_distributions
Senegal_10,Player_10,Senegal,LW,25,True,35,2596,2,0,0,0,-0.61,0.385,3,83.9,0.75,synthesized_from_distributions
Senegal_11,Player_11,Senegal,RW,30,False,13,905,1,1,0,0,-1.09,0.247,12,81.0,0.65,synthesized_from_distributions
Senegal_12,Player_12,Senegal,FW,32,False,5,342,1,0,1,0,1.05,0.397,10,82.9,0.65,synthesized_from_distributions
Senegal_13,Player_13,Senegal,ST,25,False,5,407,2,0,0,0,1.34,0.265,14,87.0,0.65,synthesized_from_distributions
Senegal_14,Player_14,Senegal,LW,19,False,11,875,0,0,0,1,0.6,0.212,0,82.1,0.65,synthesized_from_distributions
Senegal_15,Player_15,Senegal,RW,24,False,16,1312,1,0,1,0,-0.81,0.786,0,74.8,0.65,synthesized_from_distributions
Senegal_16,Player_16,Senegal,FW,27,False,11,767,1,0,2,0,-1.0,0.159,2,77.9,0.65,synthesized_from_distributions
Senegal_17,Player_17,Senegal,ST,23,False,16,1382,0,0,0,0,0.33,0.32,8,84.9,0.65,synthesized_from_distributions
Senegal_18,Player_18,Senegal,LW,30,False,8,581,2,0,0,0,0.9,0.323,0,85.5,0.65,synthesized_from_distributions
Senegal_19,Player_19,Senegal,RW,23,False,16,1333,0,0,3,0,0.87,0.097,11,82.8,0.65,synthesized_from_distributions
Senegal_20,Player_20,Senegal,FW,24,False,19,1338,0,0,1,0,1.11,0.338,5,85.5,0.65,synthesized_from_distributions
Senegal_21,Player_21,Senegal,ST,34,False,7,450,0,0,1,0,-0.36,0.131,10,81.5,0.65,synthesized_from_distributions
Senegal_22,Player_22,Senegal,LW,24,False,18,1421,0,0,1,0,-1.5,0.181,0,79.1,0.65,synthesized_from_distributions
Morocco_0,Player_0,Morocco,GK,23,True,27,1665,0,0,2,0,-1.45,0.321,6,77.0,0.75,synthesized_from_distributions
Morocco_1,Player_1,Morocco,CB,26,True,17,1415,1,1,1,0,0.49,0.252,12,84.2,0.75,synthesized_from_distributions
Morocco_2,Player_2,Morocco,LB,23,True,17,1053,0,0,0,0,-0.57,0.196,9,83.6,0.75,synthesized_from_distributions
Morocco_3,Player_3,Morocco,RB,23,True,25,1806,1,0,1,0,1.13,0.22,7,87.5,0.75,synthesized_from_distributions
Morocco_4,Player_4,Morocco,CB,27,True,32,2527,0,2,2,0,-0.23,0.062,0,83.9,0.75,synthesized_from_distributions
Morocco_5,Player_5,Morocco,CM,27,True,36,2454,0,0,4,0,1.51,0.065,12,85.6,0.75,synthesized_from_distributions
Morocco_6,Player_6,Morocco,LM,31,True,25,1868,0,0,0,0,0.15,0.121,8,87.5,0.75,synthesized_from_distributions
Morocco_7,Player_7,Morocco,RM,31,True,24,1528,0,0,2,0,-0.15,0.064,13,83.1,0.75,synthesized_from_distributions
Morocco_8,Player_8,Morocco,AM,21,True,17,1491,0,0,2,0,1.0,0.051,7,85.7,0.75,synthesized_from_distributions
Morocco_9,Player_9,Morocco,ST,20,True,19,1491,0,0,2,0,-1.0,0.523,0,75.3,0.75,synthesized_from_distributions
Morocco_10,Player_10,Morocco,LW,34,True,36,2450,0,1,2,0,-0.67,0.393,1,79.8,0.75,synthesized_from_distributions
Morocco_11,Player_11,Morocco,RW,27,False,5,400,0,0,2,0,0.42,0.121,4,81.7,0.65,synthesized_from_distributions
Morocco_12,Player_12,Morocco,FW,25,False,12,1000,0,0,0,0,0.32,0.225,5,85.3,0.65,synthesized_from_distributions
Morocco_13,Player_13,Morocco,ST,27,False,13,1121,1,0,1,1,1.11,0.252,10,81.5,0.65,synthesized_from_distributions
Morocco_14,Player_14,Morocco,LW,33,False,14,1086,0,1,2,0,0.13,0.258,12,80.7,0.65,synthesized_from_distributions
Morocco_15,Player_15,Morocco,RW,31,False,14,929,0,0,3,0,-0.77,0.404,13,74.5,0.65,synthesized_from_distributions
Morocco_16,Player_16,Morocco,FW,35,False,12,908,1,0,1,0,0.51,0.396,2,82.2,0.65,synthesized_from_distributions
Morocco_17,Player_17,Morocco,ST,20,False,6,502,0,0,1,0,-0.81,0.398,0,77.4,0.65,synthesized_from_distributions
Morocco_18,Player_18,Morocco,LW,34,False,7,560,0,0,1,0,1.07,0.504,10,82.1,0.65,synthesized_from_distributions
Morocco_19,Player_19,Morocco,RW,35,False,15,1243,0,0,2,0,1.76,0.294,0,85.3,0.65,synthesized_from_distributions
Morocco_20,Player_20,Morocco,FW,32,False,8,552,1,0,0,0,1.1,0.388,1,85.5,0.65,synthesized_from_distributions
Morocco_21,Player_21,Morocco,ST,34,False,8,624,3,0,2,0,0.04,0.26,1,79.6,0.65,synthesized_from_distributions
Morocco_22,Player_22,Morocco,LW,25,False,12,866,1,0,2,1,-0.06,0.702,9,71.4,0.65,synthesized_from_distributions
Tunisia_0,Player_0,Tunisia,GK,32,True,15,1127,0,0,1,0,-0.21,0.02,0,84.2,0.75,synthesized_from_distributions
Tunisia_1,Player_1,Tunisia,CB,30,True,18,1617,0,0,0,0,1.24,0.447,13,86.6,0.75,synthesized_from_distributions
Tunisia_2,Player_2,Tunisia,LB,33,True,20,1254,0,0,0,0,-0.26,0.111,1,85.7,0.75,synthesized_from_distributions
Tunisia_3,Player_3,Tunisia,RB,21,True,36,3037,1,0,0,0,0.19,0.132,0,89.0,0.75,synthesized_from_distributions
Tunisia_4,Player_4,Tunisia,CB,23,True,25,1945,0,0,0,0,-0.64,0.168,0,84.7,0.75,synthesized_from_distributions
Tunisia_5,Player_5,Tunisia,CM,31,True,22,1594,1,1,0,0,0.4,0.054,5,88.6,0.75,synthesized_from_distributions
Tunisia_6,Player_6,Tunisia,LM,34,True,17,1044,0,0,0,0,0.84,0.206,9,87.7,0.75,synthesized_from_distributions
Tunisia_7,Player_7,Tunisia,RM,32,True,21,1546,0,1,1,0,1.33,0.06,3,89.2,0.75,synthesized_from_distributions
Tunisia_8,Player_8,Tunisia,AM,22,True,32,2635,0,0,0,0,0.74,0.16,6,89.8,0.75,synthesized_from_distributions
Tunisia_9,Player_9,Tunisia,ST,33,True,31,2649,0,0,1,0,-1.63,0.225,4,79.9,0.75,synthesized_from_distributions
Tunisia_10,Player_10,Tunisia,LW,23,True,17,1287,1,0,1,0,1.07,0.315,7,85.3,0.75,synthesized_from_distributions
Tunisia_11,Player_11,Tunisia,RW,30,False,8,588,0,0,1,0,0.57,0.292,4,82.8,0.65,synthesized_from_distributions
Tunisia_12,Player_12,Tunisia,FW,31,False,10,811,1,1,2,0,-0.86,0.117,0,78.6,0.65,synthesized_from_distributions
Tunisia_13,Player_13,Tunisia,ST,21,False,19,1318,0,0,0,0,-1.16,0.32,14,80.8,0.65,synthesized_from_distributions
Tunisia_14,Player_14,Tunisia,LW,19,False,17,1146,1,0,0,0,0.29,0.405,0,84.1,0.65,synthesized_from_distributions
Tunisia_15,Player_15,Tunisia,RW,24,False,8,619,1,0,0,0,2.19,0.123,14,91.4,0.65,synthesized_from_distributions
Tunisia_16,Player_16,Tunisia,FW,34,False,10,889,2,0,2,0,-0.19,0.167,4,80.1,0.65,synthesized_from_distributions
Tunisia_17,Player_17,Tunisia,ST,20,False,14,1058,1,0,3,0,-1.33,0.56,1,71.2,0.65,synthesized_from_distributions
Tunisia_18,Player_18,Tunisia,LW,33,False,8,657,0,0,1,0,-2.41,0.498,3,71.9,0.65,synthesized_from_distributions
Tunisia_19,Player_19,Tunisia,RW,33,False,15,1154,1,1,3,0,1.66,0.418,14,81.8,0.65,synthesized_from_distributions
Tunisia_20,Player_20,Tunisia,FW,27,False,9,593,2,0,4,0,1.18,0.1,13,80.7,0.65,synthesized_from_distributions
Tunisia_21,Player_21,Tunisia,ST,32,False,8,681,0,0,1,0,0.35,0.36,4,81.5,0.65,synthesized_from_distributions
Tunisia_22,Player_22,Tunisia,LW,21,False,5,421,1,0,2,0,0.46,0.229,5,80.8,0.65,synthesized_from_distributions
South_Africa_0,Player_0,South Africa,GK,35,True,32,2529,0,0,3,0,-0.16,0.18,0,80.9,0.75,synthesized_from_distributions
South_Africa_1,Player_1,South Africa,CB,33,True,20,1291,0,0,1,0,0.02,0.574,14,79.9,0.75,synthesized_from_distributions
South_Africa_2,Player_2,South Africa,LB,34,True,25,1739,1,0,1,0,-1.61,0.207,3,79.4,0.75,synthesized_from_distributions
South_Africa_3,Player_3,South Africa,RB,31,True,21,1788,0,0,1,0,-0.06,0.277,3,82.8,0.75,synthesized_from_distributions
South_Africa_4,Player_4,South Africa,CB,32,True,36,2354,1,1,0,0,0.23,0.142,14,89.0,0.75,synthesized_from_distributions
South_Africa_5,Player_5,South Africa,CM,24,True,22,1471,0,0,2,0,-0.05,0.318,3,80.6,0.75,synthesized_from_distributions
South_Africa_6,Player_6,South Africa,LM,24,True,15,1182,0,0,1,0,1.5,0.191,2,87.6,0.75,synthesized_from_distributions
South_Africa_7,Player_7,South Africa,RM,21,True,16,1352,1,0,2,0,1.19,0.383,4,82.9,0.75,synthesized_from_distributions
South_Africa_8,Player_8,South Africa,AM,26,True,24,1953,2,0,2,0,-0.88,0.779,12,73.7,0.75,synthesized_from_distributions
South_Africa_9,Player_9,South Africa,ST,31,True,27,1797,1,0,1,0,0.17,0.681,14,80.3,0.75,synthesized_from_distributions
South_Africa_10,Player_10,South Africa,LW,36,True,25,1997,1,0,2,0,-1.49,0.028,2,79.5,0.75,synthesized_from_distributions
South_Africa_11,Player_11,South Africa,RW,27,False,18,1399,1,0,2,0,-0.74,0.209,0,79.1,0.65,synthesized_from_distributions
South_Africa_12,Player_12,South Africa,FW,30,False,11,715,1,0,0,0,0.19,0.535,8,81.7,0.65,synthesized_from_distributions
South_Africa_13,Player_13,South Africa,ST,21,False,11,978,0,0,3,0,0.02,0.286,10,77.6,0.65,synthesized_from_distributions
South_Africa_14,Player_14,South Africa,LW,24,False,19,1383,0,0,3,0,-0.06,0.095,14,80.4,0.65,synthesized_from_distributions
South_Africa_15,Player_15,South Africa,RW,30,False,14,1239,0,0,0,0,-0.55,0.243,11,82.8,0.65,synthesized_from_distributions
South_Africa_16,Player_16,South Africa,FW,20,False,10,655,2,0,1,0,0.92,0.152,5,85.5,0.65,synthesized_from_distributions
South_Africa_17,Player_17,South Africa,ST,32,False,5,372,1,0,0,0,-0.0,0.371,0,81.9,0.65,synthesized_from_distributions
South_Africa_18,Player_18,South Africa,LW,36,False,19,1273,1,0,1,0,-0.99,0.271,11,79.8,0.65,synthesized_from_distributions
South_Africa_19,Player_19,South Africa,RW,19,False,16,1385,1,0,1,0,-1.19,0.149,6,80.1,0.65,synthesized_from_distributions
South_Africa_20,Player_20,South Africa,FW,20,False,8,563,2,1,0,0,0.43,0.096,11,86.4,0.65,synthesized_from_distributions
South_Africa_21,Player_21,South Africa,ST,29,False,6,535,1,1,1,0,0.76,0.259,8,83.5,0.65,synthesized_from_distributions
South_Africa_22,Player_22,South Africa,LW,31,False,19,1400,2,0,0,0,-0.22,0.604,7,80.8,0.65,synthesized_from_distributions
Japan_0,Player_0,Japan,GK,32,True,24,1679,0,0,4,0,0.25,0.561,0,75.3,0.75,synthesized_from_distributions
Japan_1,Player_1,Japan,CB,20,True,34,2720,1,0,3,0,0.27,0.209,8,82.2,0.75,synthesized_from_distributions
Japan_2,Player_2,Japan,LB,33,True,35,2641,1,0,2,0,0.96,0.041,8,88.1,0.75,synthesized_from_distributions
Japan_3,Player_3,Japan,RB,20,True,37,2618,0,0,1,0,0.58,0.469,7,84.9,0.75,synthesized_from_distributions
Japan_4,Player_4,Japan,CB,22,True,24,1980,0,0,1,0,0.8,0.195,9,86.6,0.75,synthesized_from_distributions
Japan_5,Player_5,Japan,CM,26,True,33,2943,0,0,1,0,-0.45,0.118,6,84.8,0.75,synthesized_from_distributions
Japan_6,Player_6,Japan,LM,31,True,27,2116,0,0,0,0,0.11,0.462,5,84.3,0.75,synthesized_from_distributions
Japan_7,Player_7,Japan,RM,36,True,29,2558,0,0,0,0,0.08,0.198,3,87.1,0.75,synthesized_from_distributions
Japan_8,Player_8,Japan,AM,33,True,34,2290,0,0,0,0,-1.16,0.02,14,85.8,0.75,synthesized_from_distributions
Japan_9,Player_9,Japan,ST,33,True,36,2393,2,0,3,0,0.72,0.77,3,78.2,0.75,synthesized_from_distributions
Japan_10,Player_10,Japan,LW,34,True,32,2823,1,0,1,0,1.26,0.288,10,88.1,0.75,synthesized_from_distributions
Japan_11,Player_11,Japan,RW,35,False,15,1141,0,0,0,0,0.32,0.203,9,85.9,0.65,synthesized_from_distributions
Japan_12,Player_12,Japan,FW,19,False,13,1059,1,0,3,0,-0.99,0.203,12,75.7,0.65,synthesized_from_distributions
Japan_13,Player_13,Japan,ST,29,False,12,822,0,0,2,0,0.02,0.014,8,82.5,0.65,synthesized_from_distributions
Japan_14,Player_14,Japan,LW,36,False,19,1321,1,0,1,0,0.6,0.239,9,84.9,0.65,synthesized_from_distributions
Japan_15,Player_15,Japan,RW,31,False,8,714,0,0,1,0,-1.53,0.129,8,78.2,0.65,synthesized_from_distributions
Japan_16,Player_16,Japan,FW,24,False,18,1116,0,0,1,0,-1.53,0.037,14,80.4,0.65,synthesized_from_distributions
Japan_17,Player_17,Japan,ST,21,False,18,1080,0,0,0,0,-0.89,0.14,7,83.3,0.65,synthesized_from_distributions
Japan_18,Player_18,Japan,LW,34,False,7,439,2,1,1,0,1.28,0.119,0,86.6,0.65,synthesized_from_distributions
Japan_19,Player_19,Japan,RW,35,False,17,1272,0,0,2,0,-1.02,0.155,0,78.6,0.65,synthesized_from_distributions
Japan_20,Player_20,Japan,FW,20,False,12,926,0,0,0,0,-0.01,0.229,7,84.3,0.65,synthesized_from_distributions
Japan_21,Player_21,Japan,ST,33,False,9,597,1,0,1,0,1.54,0.206,3,86.7,0.65,synthesized_from_distributions
Japan_22,Player_22,Japan,LW,23,False,9,733,0,0,3,0,-0.22,0.31,2,76.4,0.65,synthesized_from_distributions
South_Korea_0,Player_0,South Korea,GK,28,True,26,1726,0,0,3,0,1.01,0.293,4,82.5,0.75,synthesized_from_distributions
South_Korea_1,Player_1,South Korea,CB,34,True,15,1233,0,0,1,0,-2.0,0.192,6,77.1,0.75,synthesized_from_distributions
South_Korea_2,Player_2,South Korea,LB,32,True,32,2360,1,0,0,0,-0.02,0.253,8,86.6,0.75,synthesized_from_distributions
South_Korea_3,Player_3,South Korea,RB,22,True,18,1330,1,0,0,0,-1.38,0.487,12,78.4,0.75,synthesized_from_distributions
South_Korea_4,Player_4,South Korea,CB,36,True,26,2138,1,0,0,0,0.85,0.329,14,87.7,0.75,synthesized_from_distributions
South_Korea_5,Player_5,South Korea,CM,28,True,17,1311,0,0,0,0,-0.57,0.408,11,81.4,0.75,synthesized_from_distributions
South_Korea_6,Player_6,South Korea,LM,32,True,27,2153,1,0,1,0,1.88,0.394,0,88.2,0.75,synthesized_from_distributions
South_Korea_7,Player_7,South Korea,RM,24,True,21,1284,1,0,0,0,0.76,0.212,13,87.9,0.75,synthesized_from_distributions
South_Korea_8,Player_8,South Korea,AM,19,True,15,1121,0,1,0,0,2.48,0.109,9,93.3,0.75,synthesized_from_distributions
South_Korea_9,Player_9,South Korea,ST,28,True,35,2628,3,1,3,0,1.5,0.64,0,81.7,0.75,synthesized_from_distributions
